reviews,lemmas,lemmas,aspectCategory
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","['flavor', 'rare', 'come', 'green', 'super', 'full', 'curri', 'red', 'seat', 'masaman', 'spici', 'ask', 'wait']","['flavor', 'rare', 'come', 'green', 'super', 'full', 'curri', 'red', 'seat', 'masaman', 'spici', 'ask', 'wait']",food
The food there are sastifying.,"['sastifi', 'food']","['sastifi', 'food']",food
I highly recommend to anyone to give this place a try.,"['place', 'recommend', 'tri', 'give', 'highli', 'anyon']","['place', 'recommend', 'tri', 'give', 'highli', 'anyon']",anecdotes/miscellaneous
I highly recommend visiting this restaurant and having dinner and drinks!,"['drink', 'recommend', 'dinner', 'highli', 'visit', 'restaur']","['drink', 'recommend', 'dinner', 'highli', 'visit', 'restaur']",anecdotes/miscellaneous
The bar is very well stocked with interesting beers and well priced wines.,"['bar', 'win', 'price', 'well', 'beer', 'stock', 'interest']","['bar', 'win', 'price', 'well', 'beer', 'stock', 'interest']",food
I agree.,['agre'],['agre'],anecdotes/miscellaneous
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).","['make', 'tri', 'day', 'last', 'memori', 'reserv', 'weekend', 'tell', 'interest', 'close']","['make', 'tri', 'day', 'last', 'memori', 'reserv', 'weekend', 'tell', 'interest', 'close']",anecdotes/miscellaneous
The food was good.,"['food', 'good']","['food', 'good']",food
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","['valu', 'price', 'worth', 'wine', 'select', 'gigonda', 'hous', 'champagn', 'great']","['valu', 'price', 'worth', 'wine', 'select', 'gigonda', 'hous', 'champagn', 'great']",food
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.","['hard', 'night', 'volumin', 'background', 'hear', 'convers', 'music', 'compet', 'els', 'play', 'also', 'everyon', 'luxuri']","['hard', 'night', 'volumin', 'background', 'hear', 'convers', 'music', 'compet', 'els', 'play', 'also', 'everyon', 'luxuri']",ambience
It just wasn't Thai.,['thai'],['thai'],anecdotes/miscellaneous
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,"['enjoy', 'fish', 'get', 'way', 'fresh', 'everyth', 'great', 'alway', 'ever', 'prepar']","['enjoy', 'fish', 'get', 'way', 'fresh', 'everyth', 'great', 'alway', 'ever', 'prepar']",food
I particularly love their yellowfun tuna and their mussel selection.,"['particularli', 'yellowfun', 'select', 'love', 'tuna', 'mussel']","['particularli', 'yellowfun', 'select', 'love', 'tuna', 'mussel']",food
I love to visit Murrays for my bagel fix.,"['murray', 'fix', 'love', 'visit', 'bagel']","['murray', 'fix', 'love', 'visit', 'bagel']",anecdotes/miscellaneous
"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.","['earli', 'make', 'grandfath', 'fun', 'old', 'impress', 'italian', 'reserv', 'dinner', 'thoroughli', 'school', 'sceneri', 'lot', 'admir', 'remind', 'stuff']","['earli', 'make', 'grandfath', 'fun', 'old', 'impress', 'italian', 'reserv', 'dinner', 'thoroughli', 'school', 'sceneri', 'lot', 'admir', 'remind', 'stuff']",ambience
Recommended.,['recommend'],['recommend'],anecdotes/miscellaneous
The place was nice and calm.,"['nice', 'calm', 'place']","['nice', 'calm', 'place']",ambience
Cheese plate is a varied delight and great bargain at $10.,"['chees', 'bargain', 'vari', 'delight', 'plate', 'great']","['chees', 'bargain', 'vari', 'delight', 'plate', 'great']",food
I could have drank 4 glasses of water and still been parched - so watch out.,"['could', 'water', 'watch', 'parch', 'still', 'glass', 'drink']","['could', 'water', 'watch', 'parch', 'still', 'glass', 'drink']",food
"When we sat, we got great and fast service.","['get', 'servic', 'fast', 'sit', 'great']","['get', 'servic', 'fast', 'sit', 'great']",service
"Most of the servers are very attentive, friendly and quite attractive.","['attract', 'attent', 'quit', 'server', 'friendli']","['attract', 'attent', 'quit', 'server', 'friendli']",service
I think locals rate this place so high.,"['think', 'rate', 'place', 'high', 'local']","['think', 'rate', 'place', 'high', 'local']",anecdotes/miscellaneous
Service is average.,"['servic', 'averag']","['servic', 'averag']",service
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,"['usual', 'less', 'oliv', 'nice', 'plu', 'typic', 'special', 'oil', 'godmoth', 'like', 'brush', 'do', 'tradit', 'tomato', 'flat', 'offer', 'crust', 'sort', 'pizzeria', 'terrif', 'sauc', 'pizza', 'fave', 'job', 'realli']","['usual', 'less', 'oliv', 'nice', 'plu', 'typic', 'special', 'oil', 'godmoth', 'like', 'brush', 'do', 'tradit', 'tomato', 'flat', 'offer', 'crust', 'sort', 'pizzeria', 'terrif', 'sauc', 'pizza', 'fave', 'job', 'realli']",food
Go girls!!!,"['girl', 'go']","['girl', 'go']",anecdotes/miscellaneous
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.","['platter', 'forget', 'sandwich', 'hummu', 'includ', 'plastic', 'pita', 'fork']","['platter', 'forget', 'sandwich', 'hummu', 'includ', 'plastic', 'pita', 'fork']",service
"The steak is good, the fish is good and the sushi was surprisingly great.","['surprisingli', 'fish', 'sushi', 'steak', 'great', 'good']","['surprisingli', 'fish', 'sushi', 'steak', 'great', 'good']",food
"For asian fusion, there are many places further downtown.","['downtown', 'place', 'mani', 'fusion', 'asian']","['downtown', 'place', 'mani', 'fusion', 'asian']",anecdotes/miscellaneous
Old school meets New world.,"['world', 'old', 'new', 'school', 'meet']","['world', 'old', 'new', 'school', 'meet']",anecdotes/miscellaneous
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,"['would', 'want', 'becom', 'place', 'pizza', 'reluct', 'jem', 'write', 'overcrowd']","['would', 'want', 'becom', 'place', 'pizza', 'reluct', 'jem', 'write', 'overcrowd']",anecdotes/miscellaneous
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.","['would', 'poor', 'eat', 'staff', 'light', 'attent', 'servic', 'mcdonald', 'joint', 'rather', 'poorli', 'restaur']","['would', 'poor', 'eat', 'staff', 'light', 'attent', 'servic', 'mcdonald', 'joint', 'rather', 'poorli', 'restaur']",service
This is probably one of my new favorite places.,"['place', 'new', 'probabl', 'favorit', 'one']","['place', 'new', 'probabl', 'favorit', 'one']",anecdotes/miscellaneous
"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.","['place', 'number', 'alot', 'truli', 'work', 'reput', 'earn', 'call', 'order']","['place', 'number', 'alot', 'truli', 'work', 'reput', 'earn', 'call', 'order']",anecdotes/miscellaneous
"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.","['would', 'celebr', 'prefer', 'quiter', 'go', 'occass', 'smaller', 'famili', 'restaur']","['would', 'celebr', 'prefer', 'quiter', 'go', 'occass', 'smaller', 'famili', 'restaur']",anecdotes/miscellaneous
The one on the east side is much better than the one on the west side.,"['west', 'much', 'east', 'side', 'better', 'one']","['west', 'much', 'east', 'side', 'better', 'one']",anecdotes/miscellaneous
They all know you.,['know'],['know'],service
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.","['decent', 'decor', 'cocktail', 'eat', 'divers', 'sushi', 'chill', 'gf', 'lot', 'choos', 'still']","['decent', 'decor', 'cocktail', 'eat', 'divers', 'sushi', 'chill', 'gf', 'lot', 'choos', 'still']",food
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,"['surprisingli', 'end', 'light', 'tatin', 'dinner', 'tart', 'flaki', 'appl']","['surprisingli', 'end', 'light', 'tatin', 'dinner', 'tart', 'flaki', 'appl']",food
The buffet had a nice selection.,"['nice', 'select', 'buffet']","['nice', 'select', 'buffet']",food
Waitstaff are very friendly.,"['friendli', 'waitstaff']","['friendli', 'waitstaff']",service
This restaurant is such a great place.,"['place', 'great', 'restaur']","['place', 'great', 'restaur']",anecdotes/miscellaneous
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.","['path', 'cosett', 'miracul', 'parisian', 'bistro', 'beat', 'step', 'small']","['path', 'cosett', 'miracul', 'parisian', 'bistro', 'beat', 'step', 'small']",ambience
I've been several times and am totally smitten.,"['time', 'total', 'sever', 'smite']","['time', 'total', 'sever', 'smite']",anecdotes/miscellaneous
Terrible experience.,"['terribl', 'experi']","['terribl', 'experi']",anecdotes/miscellaneous
I love the place.,"['love', 'place']","['love', 'place']",anecdotes/miscellaneous
Service was slow had to wait to order and get food although not crowded.,"['get', 'servic', 'food', 'although', 'crowd', 'order', 'slow', 'wait']","['get', 'servic', 'food', 'although', 'crowd', 'order', 'slow', 'wait']",service
Will have to return to try the chocolate!,"['chocol', 'tri', 'return']","['chocol', 'tri', 'return']",anecdotes/miscellaneous
"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.","['mushroom', 'slice', 'regular']","['mushroom', 'slice', 'regular']",price
There is a real gallery of stars that have visited.,"['star', 'visit', 'real', 'galleri']","['star', 'visit', 'real', 'galleri']",ambience
"The food was below average, the service was pathetic, there was no ambience at all.","['pathet', 'servic', 'food', 'ambienc', 'averag']","['pathet', 'servic', 'food', 'ambienc', 'averag']",food
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,"['enjoy', 'put', 'actor', 'show', 'realli']","['enjoy', 'put', 'actor', 'show', 'realli']",ambience
Our first time in New York and we had to try a New York Bagel.,"['york', 'time', 'first', 'tri', 'new', 'bagel']","['york', 'time', 'first', 'tri', 'new', 'bagel']",anecdotes/miscellaneous
service was efficient courteous.,"['courteou', 'servic', 'effici']","['courteou', 'servic', 'effici']",service
this one is definintely my least favorite.,"['favorit', 'least', 'one', 'definint']","['favorit', 'least', 'one', 'definint']",anecdotes/miscellaneous
I have been urged by friends for months to check out the mermaid inn.,"['check', 'urg', 'friend', 'inn', 'month', 'mermaid']","['check', 'urg', 'friend', 'inn', 'month', 'mermaid']",anecdotes/miscellaneous
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"['flavor', 'lack', 'fish', 'unfortun', 'soup', 'well', 'past', 'miso', 'prepar']","['flavor', 'lack', 'fish', 'unfortun', 'soup', 'well', 'past', 'miso', 'prepar']",food
"Everytime my husband and I go there, we are never disappointed.","['everytim', 'husband', 'go', 'never', 'disappoint']","['everytim', 'husband', 'go', 'never', 'disappoint']",anecdotes/miscellaneous
They are the best bagels I've had.,"['best', 'bagel']","['best', 'bagel']",food
We were not disappointed.,['disappoint'],['disappoint'],anecdotes/miscellaneous
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,"['review', 'peopl', 'read', 'new', 'food', 'appreci', 'yorker', 'ambienc', 'either', 'preview']","['review', 'peopl', 'read', 'new', 'food', 'appreci', 'yorker', 'ambienc', 'either', 'preview']",anecdotes/miscellaneous
"Toons has recently been redone, so it's now a very attractive space.","['space', 'attract', 'redo', 'recent', 'toon']","['space', 'attract', 'redo', 'recent', 'toon']",ambience
"$160 for 2 filets, 2 sides, an appetizer and drinks.","['appet', 'side', 'filet', 'drink']","['appet', 'side', 'filet', 'drink']",food
"While the prices are nothing special, the portions are huge.","['special', 'price', 'portion', 'huge', 'noth']","['special', 'price', 'portion', 'huge', 'noth']",price
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.","['abl', 'relax', 'eat', 'time', 'quiet', 'go', 'locat', 'meal', 'talk', 'nice', 'good']","['abl', 'relax', 'eat', 'time', 'quiet', 'go', 'locat', 'meal', 'talk', 'nice', 'good']",ambience
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!","['place', 'impress', 'past', 'dinner', 'arriv', 'expect']","['place', 'impress', 'past', 'dinner', 'arriv', 'expect']",anecdotes/miscellaneous
"However, I think this place is a good hang out spot.","['think', 'place', 'howev', 'spot', 'hang', 'good']","['think', 'place', 'howev', 'spot', 'hang', 'good']",ambience
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.","['itsuperb', 'per', 'food', 'spend', 'well', 'fix', 'prix', 'person', 'least', 'worth', 'menu', 'prepar']","['itsuperb', 'per', 'food', 'spend', 'well', 'fix', 'prix', 'person', 'least', 'worth', 'menu', 'prepar']",price
"Rao is a good restaurant, but it's nothing special.","['special', 'restaur', 'rao', 'good', 'noth']","['special', 'restaur', 'rao', 'good', 'noth']",anecdotes/miscellaneous
The wine list is extensive and impressive.,"['list', 'extens', 'impress', 'wine']","['list', 'extens', 'impress', 'wine']",food
We had the most wonderful waitress.,"['waitress', 'wonder']","['waitress', 'wonder']",service
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.","['incompet', 'staff', 'littl', 'bistro', 'experi', 'never', 'friendli']","['incompet', 'staff', 'littl', 'bistro', 'experi', 'never', 'friendli']",service
The quail was fantastic and unique and the pastas were full of flavor.,"['flavor', 'pasta', 'fantast', 'quail', 'full', 'uniqu']","['flavor', 'pasta', 'fantast', 'quail', 'full', 'uniqu']",food
"When we left at 8:00 PM, it was packed and noisy.","['noisi', 'pm', 'leav', 'pack']","['noisi', 'pm', 'leav', 'pack']",anecdotes/miscellaneous
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.","['live', 'speak', 'review', 'chinatown', 'posit', 'concern', 'okay', 'green', 'write', 'seem', 'fair', 'neg', 'time', 'balanc', 'never', 'bo']","['live', 'speak', 'review', 'chinatown', 'posit', 'concern', 'okay', 'green', 'write', 'seem', 'fair', 'neg', 'time', 'balanc', 'never', 'bo']",anecdotes/miscellaneous
