reviews,lemmas,ufeat,aspectCategory
This restaurant is such a great place.,"['great', 'restaur', 'place']","['great place', 'restaurant is']",anecdotes/miscellaneous
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.","['small', 'bistro', 'path', 'cosett', 'parisian', 'miracul', 'beat', 'step']","[""you 're"", 'off-the-beaten path', 'you step', 'small bistro', 'path parisian', 'parisian bistro']",ambience
I've been several times and am totally smitten.,"['time', 'total', 'smite', 'sever']","['i been', 'several times', 'totally smitten']",anecdotes/miscellaneous
Terrible experience.,"['terribl', 'experi']",['terrible experience'],anecdotes/miscellaneous
I love the place.,"['love', 'place']","['place love', 'i love']",anecdotes/miscellaneous
Service was slow had to wait to order and get food although not crowded.,"['slow', 'crowd', 'although', 'servic', 'get', 'wait', 'food', 'order']","['service was', 'slow had', 'food get', 'not crowded', 'get food']",service
Will have to return to try the chocolate!,"['chocol', 'return', 'tri']",['chocolate try'],anecdotes/miscellaneous
"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.","['slice', 'mushroom', 'regular']","['', ""it 's"", 'not mushroom']",price
There is a real gallery of stars that have visited.,"['real', 'star', 'visit', 'galleri']","['', 'that visited']",ambience
"The food was below average, the service was pathetic, there was no ambience at all.","['servic', 'averag', 'ambienc', 'food', 'pathet']","['food was', 'below average', 'service was']",food
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,"['show', 'realli', 'actor', 'enjoy', 'put']","['shows enjoyed', 'really enjoyed', 'i enjoyed']",ambience
Our first time in New York and we had to try a New York Bagel.,"['bagel', 'time', 'york', 'new', 'tri', 'first']","['first time', 'bagel try', 'new york', 'we had', 'new bagel']",anecdotes/miscellaneous
service was efficient courteous.,"['effici', 'servic', 'courteou']","['', 'service was']",service
this one is definintely my least favorite.,"['least', 'favorit', 'one', 'definint']","['least favorite', 'one is']",anecdotes/miscellaneous
I have been urged by friends for months to check out the mermaid inn.,"['urg', 'month', 'check', 'mermaid', 'friend', 'inn']","['i urged', 'inn check']",anecdotes/miscellaneous
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"['fish', 'lack', 'well', 'miso', 'past', 'unfortun', 'soup', 'flavor', 'prepar']","['well prepared', 'not as', 'lacked flavor', 'as well', 'soup lacked', 'flavor lacked', 'fish was', 'not prepared', 'unfortunately not']",food
"Everytime my husband and I go there, we are never disappointed.","['never', 'everytim', 'disappoint', 'go', 'husband']","['husband everytime', 'never are', 'never disappointed', 'i go', 'we are']",anecdotes/miscellaneous
They are the best bagels I've had.,"['best', 'bagel']","['i had', 'best bagels', 'they are']",food
We were not disappointed.,['disappoint'],"['we were', 'not disappointed', 'not were']",anecdotes/miscellaneous
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,"['either', 'yorker', 'review', 'preview', 'ambienc', 'new', 'food', 'appreci', 'read', 'peopl']","['', 'not are', 'not new', 'food have', 'people are', 'either not', 'appreciation have', 'some read', 'more appreciation', 'i read', ""i 've""]",anecdotes/miscellaneous
"Toons has recently been redone, so it's now a very attractive space.","['toon', 'attract', 'redo', 'space', 'recent']","[""it 's"", 'recently been', 'attractive space', 'toons redone', 'very attractive', 'been redone']",ambience
"$160 for 2 filets, 2 sides, an appetizer and drinks.","['appet', 'filet', 'drink', 'side']","['m', 'p', 't', 'y']",food
"While the prices are nothing special, the portions are huge.","['price', 'huge', 'portion', 'special', 'noth']","['special nothing', 'portions are', 'are nothing', 'prices are', 'nothing special']",price
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.","['good', 'time', 'locat', 'nice', 'eat', 'quiet', 'talk', 'abl', 'meal', 'go', 'relax']","['', 'meal eat', 'very good', 'time have', 'nice quiet', 'location eat', 'nice location', 'good time', 'quiet location']",ambience
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!","['expect', 'dinner', 'arriv', 'past', 'place', 'impress']","['impressive past', 'we arrived', 'past has', ""that 's"", 'that has']",anecdotes/miscellaneous
"However, I think this place is a good hang out spot.","['good', 'think', 'howev', 'hang', 'spot', 'place']","['place is', 'i think', 'good hang', 'spot hang']",ambience
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.","['person', 'spend', 'well', 'menu', 'fix', 'prix', 'worth', 'itsuperb', 'least', 'per', 'food', 'prepar']","['prix fixe', 'itsuperb food', 'so be', 'it is', 'well worth', 'worth itsuperb', 'menu is', 'worth food', '60 spend']",price
"Rao is a good restaurant, but it's nothing special.","['good', 'rao', 'special', 'restaur', 'noth']","['special nothing', ""it 's"", ""'s nothing"", 'rao is', 'nothing special', 'good restaurant']",anecdotes/miscellaneous
The wine list is extensive and impressive.,"['extens', 'list', 'impress', 'wine']","['list is', 'wine list']",food
We had the most wonderful waitress.,"['wonder', 'waitress']","['wonderful waitress', 'most wonderful', 'waitress had', 'we had']",service
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.","['bistro', 'never', 'experi', 'incompet', 'friendli', 'littl', 'staff']","['little bistro', 'very friendly', 'i experienced', 'staff is', 'incompetency experienced', 'more incompetency', 'never experienced']",service
The quail was fantastic and unique and the pastas were full of flavor.,"['full', 'flavor', 'uniqu', 'quail', 'pasta', 'fantast']","['pastas were', 'quail was']",food
"When we left at 8:00 PM, it was packed and noisy.","['noisi', 'pm', 'pack', 'leav']","['it was', 'we left']",anecdotes/miscellaneous
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.","['neg', 'green', 'fair', 'okay', 'never', 'time', 'seem', 'balanc', 'review', 'speak', 'live', 'posit', 'write', 'concern', 'bo', 'chinatown']","['fair balance', '', ""it 's"", ""'s time"", 'i write', 'never write', 'negative reviews', 'green bo', 'bo concerning', 'i live', 'balance seem', 'there does']",anecdotes/miscellaneous
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,"['zucchini', 'mouth', 'melt', 'mash', 'potato', 'blend', 'simpli', 'butter', 'garlic']","['potatoes are', 'which melts', 'mashed potatoes']",food
The staff is courteous and friendly.,"['friendli', 'staff', 'courteou']",[''],service
Never fails to please.,"['never', 'fail', 'pleas']",['never fails'],anecdotes/miscellaneous
Decor is nice though service can be spotty.,"['servic', 'decor', 'nice', 'spotti', 'though']","['service be', 'decor is']",service
"Aside from the rushed service, we were very impressed with the food and the drinks.","['servic', 'drink', 'rush', 'food', 'asid', 'impress']","['we were', 'very impressed', 'rushed service']",food
Will absolutely visit again.,"['visit', 'absolut']",['absolutely visit'],anecdotes/miscellaneous
Make sure you have the Spicy Scallop roll.. .,"['spici', 'scallop', 'make', 'sure', 'roll']","['', 'roll have', 'you have']",food
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,"['dollar', 'valu', 'fine', 'highli', 'experi', 'would', 'indian', 'look', 'din', 'place', 'anyon', 'definit', 'recommend']","['fine experience', 'that is', 'fine indian', 'i recommend', 'place recommend', 'highly recommend', 'indian dining', 'indian experience', 'who looking']",anecdotes/miscellaneous
And even with it's Pub atmosphere they were great to my kids too!,"['pub', 'atmospher', 'even', 'great', 'kid']","['they were', ""it 's""]",ambience
This big draw is the all you can sushi here for $19.95!,"['sushi', 'big', 'draw']","['big draw', 'you sushi', 'draw is']",price
I consider the best Grand Sichuan restaurant in NYC.,"['best', 'grand', 'consid', 'nyc', 'restaur', 'sichuan']","['grand sichuan', 'best restaurant', 'i consider', 'restaurant consider', 'best grand']",anecdotes/miscellaneous
we spent 50 $$ definetly will come back with my friends!!!,"['spend', 'definetli', 'back', 'friend', 'come']","['', 'we spent']",anecdotes/miscellaneous
Went to Village last night for my birthday.,"['birthday', 'villag', 'last', 'night', 'go']",['last night'],anecdotes/miscellaneous
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.","['ignor', 'time', 'talk', 'femal', 'custom', 'skip', 'worker', 'order']","['female customers', 'some ignore', 'me ignore', 'they skipped', 'order skipped', 'other times']",service
The specials are usually quite good too.,"['special', 'good', 'usual', 'quit']","['usually quite', 'specials are', 'quite good']",food
They've the best desserts and mixed drinks as well as snack foods.,"['best', 'drink', 'well', 'snack', 'food', 'mix', 'dessert']","['best desserts', ""desserts 've"", 'as well', 'mixed drinks', ""they 've""]",food
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,"['cake', 'scoop', 'gelato', 'tri', 'dulc', 'de', 'warm', 'lech', 'chocol', 'mud']",['cake try'],food
That's good and bad.,"['bad', 'good']","[""that 's""]",anecdotes/miscellaneous
Really cool stauff inside.,"['insid', 'realli', 'stauff', 'cool']","['stauff cool', 'really cool', 'cool stauff']",ambience
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.","['still', 'tiffin', 'classic', 'menu', 'featur', 'much', 'furnitur', 'attract', 'overhaul', 'new', 'make', 'restaur']","['restaurant features', 'tiffin made', 'much features', 'still features', 'classical furniture', 'that made', 'same furniture', 'new restaurant', 'so attractive', 'menu overhauled', 'same classical', 'made tiffin']",anecdotes/miscellaneous
The best burger I have had in the Village.,"['villag', 'best', 'burger']","['', 'i had']",food
We visited Orsay during NY Restaurant Week and tried their $35 menu.,"['menu', 'ny', 'orsay', 'tri', 'week', 'restaur', 'visit']","['ny restaurant', 'we visited', 'menu tried']",anecdotes/miscellaneous
I would have gotten some cole slaw and a knish if my stomach had more space.,"['cole', 'get', 'stomach', 'would', 'slaw', 'space', 'knish']","['cole slaw', 'space had', 'stomach had', 'i gotten', 'more space', 'slaw gotten']",food
"came here for restaurant week, didn't save much, but it was still great.","['still', 'save', 'restaur', 'much', 'great', 'week', 'come']","[""n't save"", 'much save', 'still great', 'it was']",anecdotes/miscellaneous
Would NEVER go back there.,"['go', 'never', 'would', 'back']","['back there', 'never go']",anecdotes/miscellaneous
Three of us arrived for dinner about 5:30 on a week night without reservations.,"['us', 'arriv', 'dinner', 'night', 'week', 'without', 'three', 'reserv']",['three arrived'],anecdotes/miscellaneous
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","['excel', 'servic', 'decor', 'premium', 'blond', 'sooth', 'great', 'wood', 'sake']","['', 'sake is', 'very soothing', 'blond decor', 'service is', 'decor is']",food
There is usually a wait but it is well worth it.,"['well', 'usual', 'worth', 'wait']","['it is', 'well worth']",anecdotes/miscellaneous
"Be careful, when they say spicy, they mean it!","['spici', 'mean', 'say', 'care']","['say spicy', 'they mean', 'it mean', 'they say', 'spicy say']",anecdotes/miscellaneous
Your money could easily be better spent elsewhere (Anywhere).,"['spend', 'better', 'money', 'easili', 'elsewher', 'could', 'anywher']","['better spent', 'money spent', 'easily be']",anecdotes/miscellaneous
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","['bagel', 'toast', 'egg', 'make', 'drawback']","['bagel toast', 'they toast', ""n't toast"", ""n't make"", 'they make', 'make eggs', 'eggs make']",service
