reviews,lemmas,lemmas,lemmas,aspectCategory
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","['fish', 'place', 'low', 'sushi', 'mind', 'unfriendli', 'staff', 'look', 'miser', 'pre', 'qualiti', 'like', 'chef', 'slice']",n't mind;pre-sliced low;low quality;unfriendly staff;,you mind;n't mind;sliced quality;low quality;fish mind;unfriendly staff;that looks;he is;this is;,food
The food itself was just ok - nothing spectacular - but the service was awful.,"['noth', 'aw', 'spectacular', 'servic', 'food', 'ok']",just ok;nothing spectacular;,food was;ok nothing;spectacular nothing;service was;,food
The pizza is yummy and I like the atmoshpere.,"['atmoshper', 'pizza', 'like', 'yummi']",,pizza is;i like;atmoshpere like;,food
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.","['wander', 'choos', 'street', 'look', 'mahal', 'notic', 'taj', 'window', 'empti', 'except', 'mani', 'seat']",so many;such noticicing;noticicing many;many empty;empty seats;,we wandered;such seats;noticicing seats;many seats;empty seats;taj mahal;,anecdotes/miscellaneous
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.","['roll', 'also', 'menu', 'ask', 'favorit', 'plan']",n't plan;favorite roll;n't have;,n't plan;favorite roll;it 's;not 's;you have;n't have;it have;,food
Give it a try and enjoy.,"['tri', 'enjoy', 'give']",,try give;,anecdotes/miscellaneous
Good food.,"['food', 'good']",good food;,good food;,food
...and that's saying a lot.,"['lot', 'say']",,that saying;lot saying;,anecdotes/miscellaneous
"those rolls were big, but not good and sashimi wasn't fresh.","['roll', 'good', 'big', 'fresh', 'sashimi']",not good;n't fresh;,rolls were;not good;sashimi was;n't was;,food
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","['amount', 'italian', 'never', 'nice', 'spici', 'hear', 'crust', 'excel', 'chees', 'pesto', 'pizza', 'thin']",thin-crust pizza;nice amount;spicy italian;italian cheese;never heard;,pesto pizza;pizza was;excellent pizza;thin crust;nice amount;spicy cheese;italian cheese;i heard;never heard;,food
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,"['keep', 'one', 'attent', 'get', 'could', 'least', 'two', 'bat', 'tabl', 'thing', 'run', 'around', 'cat']",only thing;get attention;,only thing;thing was;i get;attention get;that kept;,anecdotes/miscellaneous
if your into thai..you cannot miss this great restaurant.,"['thai', 'cannot', 'restaur', 'great', 'miss']",not miss;great restaurant;,you miss;not miss;great restaurant;restaurant miss;,anecdotes/miscellaneous
"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!","['home', 'eat', 'ballato', 'go', 'kitchen', 'like', 'absolut', 'delight', 'come']",coming home;own kitchen;absolute delight;,own kitchen;absolute delight;,anecdotes/miscellaneous
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","['lamb', 'tri', 'greatest', 'appet', 'shrimp', 'spici', 'worth', 'price', 'vindaloo', 'world', 'great', 'valu']",greatest value;,spicy appetizer;appetizer try;not value;greatest value;price worth;vindaloo is;,food
"However, go for the ambience, and consider the food just a companion for a trip across the world!","['ambienc', 'across', 'go', 'companion', 'trip', 'howev', 'world', 'food', 'consid']",,food consider;,ambience
I think this is one of the more underrated places in the city.,"['citi', 'one', 'place', 'think', 'underr']",more underrated;underrated places;,i think;this is;underrated places;,anecdotes/miscellaneous
for out-of-towners who will get a big thrill out of the location!,"['big', 'get', 'locat', 'towner', 'thrill']",big thrill;,who get;big thrill;thrill get;,anecdotes/miscellaneous
Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,"['friend', 'return', 'convert', 'becom', 'everyon', 'ever', 'regularli', 'come']",ever come;own friends;,everyone become;that come;own friends;,anecdotes/miscellaneous
Food was good not great not worth the wait or another visit,"['wait', 'good', 'visit', 'anoth', 'worth', 'food', 'great']",not great;,food was;not great;not worth;,food
I go at least 3 times a month and have never been disappointed.,"['time', 'never', 'least', 'go', 'month', 'disappoint']",never been;,i go;never been;,anecdotes/miscellaneous
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","['great', 'place', 'obvious', 'big', 'wong', 'prosper', 'mean', 'chines', 'translat', 'actual']",chinese translation;not mean;big wong;actually means;great prosperity;,chinese translation;translation mean;not mean;big wong;wong mean;it means;great prosperity;prosperity means;,anecdotes/miscellaneous
I think the restaurant was too loud (when full) to be romantic.,"['loud', 'think', 'restaur', 'full', 'romant']",too loud;,i think;restaurant was;,ambience
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.","['larger', 'group', 'date', 'husband', 'alway', 'girlfriend', 'perfect', 'dinner', 'mom', 'mani']",so many;many dinners;always been;larger groups;,i had;many dinners;dinners had;it been;larger groups;,anecdotes/miscellaneous
"When you want a piece of beef, head on over.","['piec', 'beef', 'want', 'head']",,you want;piece want;,food
"Delicate spices, onions, eggs and a kick-ass roti.","['spice', 'ass', 'delic', 'kick', 'onion', 'roti', 'egg']",kick-ass roti;,delicate spices;,food
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,"['thai', 'bring', 'everi', 'restaur', 'back', 'agreabl', 'day', 'price', 'authent', 'food', 'incred']",incredible food;very agreable;agreable price;back just;other day;authentic thai;,incredible food;food brings;agreable price;me brings;other day;authentic restaurant;,food
"I actually gave Patroon another chance before writing this, but the second visit was even worse.","['write', 'chanc', 'give', 'visit', 'wors', 'anoth', 'patroon', 'second', 'actual', 'even']",actually gave;gave patroon;second visit;even worse;,i gave;chance gave;this writing;second visit;visit was;,anecdotes/miscellaneous
"Also, if you don't want to sit at a certain table, you don't have to!","['tabl', 'also', 'want', 'sit', 'certain']",n't want;certain table;n't have;,you want;n't want;certain table;you have;n't have;,anecdotes/miscellaneous
Unbelievable.,['unbeliev'],,,anecdotes/miscellaneous
A little pricey but it really hits the spot on a Sunday morning!,"['littl', 'sunday', 'realli', 'hit', 'spot', 'morn', 'pricey']",little pricey;really hits;sunday morning;,little pricey;it hits;spot hits;,price
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,"['area', 'columbia', 'teen', 'year', 'univers', 'live', 'kid']",,i living;,anecdotes/miscellaneous
The menu has lots of options: I hope to go back to try those potato pancakes.,"['option', 'potato', 'tri', 'go', 'lot', 'menu', 'hope', 'back', 'pancak']",has lots;potato pancakes;,menu has;lots has;i hope;potato pancakes;pancakes try;,food
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,"['saturday', 'soon', 'sunday', 'get', 'wake', 'mind', 'thing', 'fri', 'first', 'dumpl']",as soon;first thing;fried dumpling;,i wake;it is;first thing;i getting;,anecdotes/miscellaneous
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.","['compet', 'place', 'make', 'friendliest', 'staff', 'everyth', 'servic', 'els', 'stickler']",most competent;am stickler;,staff is;n't is;friendliest competent;i am;everything makes;,service
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.","['split', 'one', 'usual', 'offer', 'wife', 'secondi', 'tend', 'larg', 'portion', 'primi', 'order']",usually only;large portions;,wife order;primi order;them split;they tend;large portions;portions offer;,anecdotes/miscellaneous
This restaurant was way overhyped.,"['way', 'overhyp', 'restaur']",was way;,restaurant was;,anecdotes/miscellaneous
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,"['comment', 'deliv', 'overhear', 'area', 'anoth', 'lectur', 'custom', 'sit', 'employe', 'din']",overheard comments;not have;dining area;,i overheard;comments overheard;that delivered;not delivered;i sitting;he lectured;customer lectured;,service
Delicious crab cakes too.,"['delici', 'crab', 'cake']",delicious crab;,delicious crab;,food
"Now at the top of our list, Del Frisco's Steakhouse.","['top', 'frisco', 'del', 'list', 'steakhous']",,,anecdotes/miscellaneous
I cannot imagine you not rushing out to eat there.,"['eat', 'rush', 'imagin', 'cannot']",not imagine;not rushing;,i imagine;not imagine;you rushing;not rushing;,anecdotes/miscellaneous
This was the worst dining experience I've ever had.,"['ever', 'worst', 'experi', 'din']",worst dining;dining experience;ever had;,this was;worst experience;i had;,anecdotes/miscellaneous
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"['good', 'noth', 'say', 'staff', 'thing', 'la', 'servic', 'lanterna', 'year', 'great', 'come']",have nothing;good things;great staff;,i coming;nothing have;good things;great staff;,service
Just bring someone who speaks Cantonese because waiter may not understand you.,"['waiter', 'may', 'cantones', 'speak', 'understand', 'bring', 'someon']",just bring;bring someone;speaks cantonese;not understand;,someone bring;who speaks;cantonese speaks;waiter understand;not understand;you understand;,service
I thought I had died and gone to heaven.,"['think', 'go', 'heaven', 'die']",thought i;,i thought;i died;,anecdotes/miscellaneous
"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.","['area', 'certainli', 'tri', 'someplac', 'would', 'stop', 'seek']",i am;certainly stop;,not someplace;i seek;i am;i stop;,anecdotes/miscellaneous
The bruschetta and panini's are so yummy!,"['bruschetta', 'panini', 'yummi']",so yummy;,bruschetta are;,food
"Food was okay, nothing great.","['food', 'okay', 'great', 'noth']",nothing great;,food was;great nothing;,food
Every waitress and customer who passed by me bumped into my chair.,"['pass', 'chair', 'everi', 'waitress', 'custom', 'bump']",,waitress bumped;who passed;,anecdotes/miscellaneous
I have been going there since it opened and I can't get enough.,"['enough', 'get', 'go', 'open', 'sinc']",n't get;,i going;it opened;i get;n't get;,anecdotes/miscellaneous
"Always popular, always full, always a wait.","['wait', 'popular', 'full', 'alway']",always popular;always full;,popular wait;full wait;,ambience
"In fact, you can't miss it.","['miss', 'fact']",n't miss;,you miss;n't miss;it miss;,anecdotes/miscellaneous
I recently tried Suan and I thought that it was great.,"['think', 'recent', 'tri', 'suan', 'great']",recently tried;i thought;,i tried;suan tried;i thought;it was;,anecdotes/miscellaneous
A little noise but I think that was because of our party!,"['littl', 'nois', 'think', 'parti']",little noise;i think;,little noise;i think;that was;,ambience
It is run by the same Sichuan chef who started the chain in Chinatown.,"['start', 'chain', 'run', 'sichuan', 'chef', 'chinatown']",same sichuan;,it run;same chef;who started;chain started;,anecdotes/miscellaneous
Get the feeling they settled into a groove a while ago.,"['feel', 'settl', 'get', 'ago', 'groov']",,feeling get;they settled;,anecdotes/miscellaneous
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.","['roll', 'showcas', 'almost', 'tuna', 'ed', 'nori', 'limp', 'fresh', 'perform', 'bbq', 'spici', 'wrap', 'item', 'seem', 'rather', 'varieti', 'techniqu', 'serv', 'omakas']",showcase technique;items bbq-ed;not-so-fresh nori;rather limp;limp performance;,omakase is;technique showcase;% serving;spicy roll;not fresh;fresh nori;limp performance;,food
"I can't wait for summer, when they serve outside on their gigantic patio.","['wait', 'gigant', 'outsid', 'summer', 'serv', 'patio']",n't wait;gigantic patio;,i wait;n't wait;they serve;gigantic patio;,ambience
