text,_id
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,2030
Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.,3000
"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",2842
Everything about this restaurant was special.,2005
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",3239
Stuffing yourself with Japanese food is a rare thing.,1660
I try my best to give an accurate description of any establishment visited.,1145
While the food was good (certainly no Il Mulino) the service was horrendous.,2855
It is expensive but well worth the money.,652
Service is not what one would expect from a joint in this price category.,2774
Our family never expected such incredible entertainment in a restaurant.,1575
i would recommend reservations on weekends though.,2908
There are many Thai places in the city but so far Toons is #1.,423
Great pizza for lunch place.,1608
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,835
I don't think I would go again.,1431
We were a group of 8 and well seved.,377
And that's no mean feat...,3222
I often go there to eat with my family.,125
I wish they would change back to what it was before.,3342
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",2808
NO PIZZA 33 for me!,1298
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",2183
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",2841
I noted it was crossed off on the bill.,1418
"Needless to say, I'm never going back and you should be wary too.",2208
Best dish is nori-wrapped tuna.,287
The food was absolutely amazing!!,814
Some servers make you feel like they are doing you a favor to bring you the food.,3112
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",2413
Mermaid Inn is an overall good restaurant with really good seafood.,3435
I work around the corner and tried it with a colleague for the first time.,914
I went here with my boyfriend and another couple.,2695
The staff is also attentive and friendly.,664
The all you can eat deal is truly amazing here.,1644
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",2036
"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",1880
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,2101
first it took us a long time to find the place.,2113
All of the pizzas are terrific and the price is even better!,1822
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",2537
The food was good too.,1594
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",3459
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",3572
The dining room is quietly elegant with no music to shout over -- how refreshing!,845
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",3004
I am a die hard peep lover.,2441
"Once you become a regular, you are treated as one.",965
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,1327
Everyone treats you like you were part of the family.,1615
The white bean brushetta to start was incredible and the pasta was phenomenal.,2681
The rest of the menu is limited by everything is good eats.,3361
The menu is nothing like the one on the website.,789
"Great food, great lay out and awesome service.",782
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,3148
SEA has become so popular that they've let it go to their heads.,2203
We walked in on a Wednesday night and were seated promptly.,3661
Chennai Garden is my favorite Indian restaurant in the city.,1403
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",3682
Oh yeah ever on the west side try there sister resturant Arties Cafe.,2727
(Besides that there should be more restaurants like it around the city).,2293
My roommate and I LOVE this place.,2119
"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",205
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,655
Not worth it.,2092
"In the evening, this place attracted a well dressed, with it, NY crowd.",749
"They have it all -- great price, food, and service.",132
"So close, but not good enough.",3176
This was on a Tuesday night.,367
Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,3397
"The flavors are great, and the menu is extensive.",3382
"The food was amazing, the service was so attentive and personable, and how about that ambience!",2850
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",708
The food has been consistant for years and it never lets you down.,978
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,1029
"And forget what you read under me, the atmosphere isn't that bad either.",3470
"Don't waste your time, or money!!",3034
"They don't concern much of customer's health, just want to make money.",3180
