reviews,lemmas,aspectCategory
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.","['amount', 'need', 'work', 'food', 'much', 'money', 'get', 'indian', 'els', 'spend', 'everywher', 'good', 'place', 'potenti', 'justifi', 'signific']",anecdotes/miscellaneous
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","['excel', 'everyth', 'cook', 'perfect', 'underst', 'cool', 'servic', 'decor', 'alway']",food
And all of that won't break your bank!,"['bank', 'break']",price
The Thai food is good.,"['food', 'good', 'thai']",food
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,"['tri', 'villag', 'sushi', 'move', 'west', 'restaur', 'neighborhood']",anecdotes/miscellaneous
"Great selection of wine, and seafood.","['select', 'wine', 'seafood', 'great']",food
delicious.,['delici'],food
Acceptable prices.,"['price', 'accept']",price
Big thumbs up!,"['big', 'thumb']",anecdotes/miscellaneous
we were seated at the sushi bar in front of yasuda.,"['seat', 'sushi', 'front', 'yasuda', 'bar']",anecdotes/miscellaneous
We have lived in Chelsea for two years and have never noticed this restaurant.,"['restaur', 'chelsea', 'never', 'two', 'live', 'notic', 'year']",anecdotes/miscellaneous
"As I made the title, it's an affordable restaurant for great taste.","['make', 'afford', 'tast', 'restaur', 'titl', 'great']",food
They even scoop it out nice (for those on a diet) not too much not to little.,"['even', 'nice', 'much', 'littl', 'diet', 'scoop']",service
Definitely not worth the price!,"['price', 'worth', 'definit']",price
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.","['food', 'tradit', 'pleasnt', 'french', 'orsay', 'back', 'throw', 'servic', 'well']",food
It's easy to get a table for a large group and you don't get hustled out.,"['tabl', 'get', 'easi', 'group', 'larg', 'hustl']",service
Great food at reasonable prices.,"['food', 'reason', 'price', 'great']",food
Salads are a delicious way to begin the meal.,"['meal', 'salad', 'begin', 'delici', 'way']",food
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","['duck', 'beef', 'unexpect', 'delight', 'grind', 'thai', 'wife', 'dish', 'order', 'tamarind', 'evok', 'flavor', 'noodl', 'way']",food
That's why you have to pay more for that.,['pay'],anecdotes/miscellaneous
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,"['river', 'chart', 'along', 'ever', 'hous', 'weehawken', 'top', 'offer', 'idea', 'view']",anecdotes/miscellaneous
I loved it.,['love'],anecdotes/miscellaneous
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","['flush', 'taiwanes', 'queen', 'better', 'locat', 'restaur']",anecdotes/miscellaneous
The prices are about $9 for an entree for dinner and even less for lunch.,"['even', 'entre', 'lunch', 'dinner', 'price', 'less']",price
and you can't beat the prices.,"['price', 'beat']",price
but I wouldn't wanna live there.,"['live', 'wanna']",anecdotes/miscellaneous
Arigato Gozimas Yuka!,"['arigato', 'yuka', 'gozima']",anecdotes/miscellaneous
Should you happen to be impressed by the cuisine definitely try it.,"['impress', 'definit', 'tri', 'cuisin', 'happen']",food
"I had the black cod with yuzu sauce, which was wonderful.","['cod', 'sauc', 'black', 'wonder', 'yuzu']",food
Prices too high for this cramped and unappealing resturant.,"['high', 'unapp', 'restur', 'price', 'cramp']",price
Tuk Tuk is one of the rare choices for me to go in Brooklyn.,"['brooklyn', 'go', 'rare', 'choic', 'tuk', 'one']",anecdotes/miscellaneous
This quiet dark asian bistro is well worth the trip.,"['trip', 'asian', 'quiet', 'dark', 'worth', 'bistro', 'well']",anecdotes/miscellaneous
I knew upon visiting NYC that I wanted to try an orginal deli.,"['nyc', 'tri', 'deli', 'upon', 'visit', 'know', 'orgin', 'want']",anecdotes/miscellaneous
I would highly recommend this place!,"['recommend', 'highli', 'place', 'would']",anecdotes/miscellaneous
Total hipster-wannabe attitude in an otherwise sweet spot.,"['otherwis', 'attitud', 'spot', 'sweet', 'total', 'hipster', 'wannab']",service
"Yes, there might be a wait if you have no reservations.","['reserv', 'ye', 'wait', 'might']",service
Thank You Emilio.,"['emilio', 'thank']",anecdotes/miscellaneous
First of all Dal Bukhara Rocks.,"['bukhara', 'rock', 'first', 'dal']",anecdotes/miscellaneous
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","['food', 'deliv', 'wait', 'rude', 'minut', 'everyth', 'soggi', 'salad', 'incred', 'soft', 'servic', 'averag', 'time', 'bread']",food
- i asked for them spicy and they were delicious).,"['ask', 'spici', 'delici']",food
"It is terrific, as is the value.","['valu', 'terrif']",food
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,"['sicilian', 'pizza', 'like', 'moist', 'favorit', 'place', 'dri', 'great']",food
Downstairs lounge is always a good attraction,"['attract', 'loung', 'downstair', 'good', 'alway']",ambience
The menu prices are a bit expensive for what you get in quality and portion size.,"['expens', 'bite', 'qualiti', 'get', 'size', 'portion', 'menu', 'price']",price
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","['food', 'amaz', 'rush', 'prompt', 'help', 'servic', 'bear']",food
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.","['food', 'waiter', 'deliv', 'chees', 'entir', 'would', 'meal', 'easili', 'get', 'water', 'spend', 'empti', 'anoth', 'busboy', 'pasta', 'glass', 'offer', 'wine', 'remain']",service
The takeout is great too since they give high quality tupperware as well.,"['high', 'takeout', 'tupperwar', 'well', 'qualiti', 'sinc', 'give', 'great']",service
"The food was not fresh, the sauces were bland and very oily.","['food', 'bland', 'oili', 'fresh', 'sauc']",food
"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.","['away', 'jewel', 'path', 'beat', 'street', 'shin', 'one', 'plethora', 'indian', 'restaur', 'block', 'th']",anecdotes/miscellaneous
Could be pricey without a prix fixe meal.,"['prix', 'meal', 'fix', 'pricey', 'could', 'without']",price
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,"['weekend', 'excel', 'definit', 'scene', 'spot', 'ambianc', 'night', 'date', 'aliv']",ambience
I would defiantly come back here again as one of my top choices.,"['would', 'defiantli', 'come', 'top', 'back', 'choic', 'one']",anecdotes/miscellaneous
One of us actually liked the expresso - that's it.,"['like', 'us', 'expresso', 'one', 'actual']",food
Everyone was more then happy with his choices.,"['everyon', 'happi', 'choic']",service
"Again, the waitress was awesome.","['waitress', 'awesom']",service
Worth the trip from Manhattan.,"['worth', 'manhattan', 'trip']",anecdotes/miscellaneous
I loved everythig about it-especially the shows and actors.,"['actor', 'everythig', 'love', 'especi', 'show']",anecdotes/miscellaneous
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"['food', 'hot', 'meal', 'add', 'friendli', 'fast', 'servic', 'best', 'sauc', 'tasti']",food
"The food was just OK, I would never go back.","['food', 'would', 'go', 'never', 'ok', 'back']",food
Zero ambiance to boot.,"['boot', 'ambianc', 'zero']",ambience
Got a little loud after 8pm when the joint got full.,"['joint', 'littl', 'get', 'pm', 'full', 'loud']",ambience
Scalina Fedeli reminded me why service is so integral to fine dining.,"['remind', 'din', 'scalina', 'servic', 'fede', 'integr', 'fine']",service
i recommend the thai popcorn :),"['recommend', 'thai', 'popcorn']",food
I can't wait for the nex time.,"['nex', 'time', 'wait']",anecdotes/miscellaneous
"Everything looks great, the drinks, the decor, the food, even the people.","['food', 'even', 'everyth', 'peopl', 'drink', 'look', 'decor', 'great']",food
As soon as my father lifted his pen from the check a chef appeared to usher us out.,"['father', 'pen', 'lift', 'usher', 'soon', 'chef', 'appear', 'us', 'check']",service
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,"['make', 'fresh', 'level', 'unsurpass', 'kebab', 'ensur', 'order', 'paratha']",food
Great neighborhood joint.,"['joint', 'neighborhood', 'great']",anecdotes/miscellaneous
The tuna and wasabe potatoes are excellent.,"['tuna', 'potato', 'excel', 'wasab']",food
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,"['girl', 'realtiv', 'non', 'coat', 'busi', 'disappoint', 'custom', 'know', 'night', 'seem', 'check']",service
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,"['take', 'food', 'believ', 'last', 'week', 'fianc', 'scopa', 'birthday']",anecdotes/miscellaneous
Ummm...the beer was cold.,"['beer', 'ummm', 'cold']",food
I take all my NYC guests to VT's.,"['take', 'vt', 'guest', 'nyc']",anecdotes/miscellaneous
"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!","['warm', 'nyc', 'hello', 'littl', 'get', 'sometim', 'cramp']",ambience
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.","['cannoli', 'hous', 'ever', 'dessert', 'drink', 'includ', 'best', 'dinner', 'offer', 'great']",food
"Good crowd, good outdoor seating, with a hip japanese vibe.","['crowd', 'vibe', 'outdoor', 'seat', 'japanes', 'hip', 'good']",ambience
"Even with the prix fixe pricing, this restaurant is not worth it.","['restaur', 'even', 'prix', 'worth', 'fix', 'price']",anecdotes/miscellaneous
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","['take', 'high', 'even', 'half', 'seat', 'hour', 'move', 'traffic', 'ask', 'room', 'empti', 'back', 'rest', 'practic', 'area', 'though']",service
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.","['like', 'find', 'imagin', 'case', 'pull', 'restaur', 'actual', 'good', 'owner']",anecdotes/miscellaneous
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.","['draw', 'slow', 'delect', 'popular', 'still', 'howev', 'find', 'ambianc', 'yet', 'reput']",anecdotes/miscellaneous
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","['sum', 'brunch', 'healthi', 'marin', 'ping', 'murki', 'part', 'lover', 'clear', 'sad', 'dim', 'yet', 'know', 'lurk', 'look', 'glass', 'creatur', 'chinatown', 'tank', 'display', 'water', 'life', 'restaur', 'myriad']",food
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.","['halibut', 'calori', 'wast', 'poor', 'dessert', 'servic', 'salti']",food
"The view is spectacular, and the food is great.","['food', 'spectacular', 'view', 'great']",food
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.","['food', 'kind', 'pack', 'boyfriend', 'soon', 'get', 'find', 'hard', 'line', 'door', 'place', 'reach']",anecdotes/miscellaneous
Good bagels and good cream cheese.,"['bagel', 'chees', 'good', 'cream']",food
"The food is wonderful, tasty and filling, and the service is professional and friendly.","['food', 'profession', 'fill', 'friendli', 'servic', 'wonder', 'tasti']",food
It is also extremely well priced.,"['price', 'well', 'also', 'extrem']",price
Always great service!,"['servic', 'alway', 'great']",service
I am happy i did the food was awsome.,"['food', 'awsom', 'happi']",food
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,"['roth', 'becom', 'mani', 'one', 'steakhous', 'favorit', 'quickli', 'citi', 'restaur']",anecdotes/miscellaneous
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","['small', 'bone', 'chicken', 'meat', 'get', 'dark', 'order', 'piec', 'casserol']",food
A bit breezy up there on the mezzanine from the wind coming from the tracks.,"['wind', 'mezzanin', 'track', 'bite', 'come', 'breezi']",anecdotes/miscellaneous
I went to DF for Valentines Day dinner.,"['day', 'go', 'valentin', 'df', 'dinner']",anecdotes/miscellaneous
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","['chicken', 'certainli', 'fish', 'jelli', 'fri', 'recommend', 'drunken', 'dumpl', 'blue', 'soupi', 'stir', 'crab']",food
