lemmas,bigrams
"['get', 'like', 'menu', 'cater', 'pricey', 'fix', 'good', 'greatest', 'food', 'price', 'allergi', 'prix', 'tast']",tasting menu;greatest food;good price;n't like;
"['come', 'decor', 'delici', 'excel', 'portion', 'servic', 'larg', 'food', 'great']",large portions;
"['find', 'word', 'inspector', 'restaur', 'cleanest', 'town', 'clue', 'health', 'wise', 'hoboken']",hoboken health;
"['servic', 'excel']",excellent service;
"['one', 'expect', 'howev', 'food', 'might']",
"['shrimp', 'chicken', 'juic', 'must', 'coconut', 'thai', 'love', 'noodl']",
"['star', 'yon', 'must', 'give']",yon stars;
"['pizza', 'realli', 'good']",really good;
"['write', 'point', 'post', 'date', 'drawback', 'addit', 'last', 'menu', 'item', 'possibl', 'chines']",only possible;possible drawback;last point;additional menu;only written;
"['restaur', 'averag', 'baluchi', 'tast', 'even', 'would', 'say', 'better', 'food', 'chain']",
"['small', 'food', 'cramp', 'place', 'fantast']",
"['food', 'appropri', 'size', 'portion', 'tasti']",
"['move', 'crowd', 'fast', 'littl', 'realli', 'line']",little crowded;really fast;
['enjoy'],
"['unforget', 'dill', 'perfect', 'give', 'sandwich', 'compliment', 'plenti', 'kosher']",perfect compliment;unforgetable sandwich;
"['po', 'kudo']",
"['entertain', 'show', 'dinner', 'go', 'great']",have shows;
"['come', 'pasti', 'boyfriend', 'recommend', 'ny', 'day', 'place']",few days;
"['waiter', 'food', 'nice', 'cheap']",so cheap;
"['order', 'even', 'incred', 'wait', 'good', 'food']",so good;
"['back', 'visit', 'rude', 'incred', 'recent', 'never', 'go', 'bartend']",most recent;recent visit;so incredibly;incredibly rude;never go;
"['fresh', 'present', 'sushi', 'well', 'kamikaz', 'roll']",other rolls;well presented;
"['look', 'thai', 'food', 'authent', 'toon']",authentic thai;
"['true', 'like', 'feel', 'goodfella', 'scene']",
"['read', 'last', 'say', 'sunday', 'opposit', 'experi', 'review']",other review;say i;opposite experience;here last;last sunday;
"['mayonaiss', 'highlight', 'fri', 'runner', 'receiv', 'one', 'consid', 'night', 'nearli', 'good', 'bill', 'food', 'side']",not good;good considering;
"['red', 'choos', 'excel', 'lamb', 'brais', 'one', 'special', 'shank', 'go', 'wine']",braised lamb;red wine;was excellent;
"['anyon', 'list', 'know', 'check', 'pleas', 'doubt', 'win', 'enough', 'wine']",has doubt;not knowing;wine list;
['never'],never again;
"['busi', 'order', 'concern', 'throw', 'rush', 'slighli', 'food', 'waitstaff']",only concern;slighly all-business;all-business waitstaff;
"['ice', 'tea']",iced tea;
"['expect', 'park', 'much', 'avenu']",so much;much more;
"['small', 'main', 'serv', 'chicken', 'salmon', 'wasnt', 'impress', 'good', 'entre', 'girlfriend']",small servings;main entree;
['rude'],so rude;
"['get', 'actual', 'u', 'salad', 'home', 'take', 'lettuc', 'worth', 'add']",actually get;salads worth;u take;
"['date', 'bring', 'good', 'definit', 'romant', 'place', 'ambienc']",very romantic;good place;
['fast'],
"['tabl', 'far', 'waiter', 'restaur', 'greatli', 'atmospher', 'enjoy', 'bartend', 'unobtrus', 'bar', 'popular']",far more;more popular;few tables;greatly enjoyed;unobtrusive atmosphere;
"['fri', 'dumpl', 'better', 'good', 'food', 'price']",very good;'s price;most fried;fried dumplings;
"['much', 'ny', 'better', 'place', 'price']",much better;better places;better prices;
"['quick', 'neighborhoodi', 'suffici']",very quick;
"['obv', 'chanc', 'divers', 'give', 'manydiffer', 'menu', 'top', 'caviar', 'varieti', 'rest', 'line', 'tast']",so diverse;so manydifferent;manydifferent varietys;
"['find', 'best', 'averag', 'week', 'dish', 'eat', 'ago', 'expens']",most dishes;dishes average;too expensive;
"['come', 'get', 'addict', 'though', 'week', 'everyth', 'sometim', 'delici', 'gf']",i come;here once;
"['without', 'smoke', 'could', 'cigar']",
"['could', 'sinc', 'best', 'end', 'one', 'din', 'tri', 'still', 'food', 'love', 'experi']",best dining;
"['food', 'hour', 'wait', 'one']",
"['santa', 'guest', 'chop', 'fish', 'chip', 'salad', 'enjoy', 'fe', 'pizza']",other guests;enjoyed pizza;santa fe;chopped salad;
"['calm', 'ambienc', 'quiet']",very calm;
"['dissappoint', 'time', 'extrem', 'rude', 'servic', 'boarderlin']",extremely dissappointed;boarderline rude;
"['sinc', 'away', 'stay', 'hint', 'latter', 'second', 'go']",n't go;hint hint;
"['best', 'anywher', 'mayb', 'make', 'ny', 'pizza']",not only;only does;best pizza;maybe anywhere;
"['spici', 'probabl', 'best', 'huge', 'rang', 'roll', 'price', 'tuna']",
"['keep', 'qualiti', 'fish', 'alon', 'visit', 'make', 'us', 'return', 'price']",fish alone;
"['waiter', 'peopl', 'genuin', 'attent', 'help']",
"['bistro', 'effici', 'atmospher', 'serv', 'bustl', 'dish', 'mean', 'simpl', 'place', 'wine']",simple dishes;
"['best', 'place', 'one', 'comfort', 'citi', 'food']",best comfort;
"['palett', 'whether', 'see', 'lunch', 'ingredi', 'dinner', 'improv', 'techniqu', 'overal', 'bold', 'flavour', 'enough', 'return', 'encourag']",
"['sandwich', 'pastrami', 'huge', 'roll']",huge pastrami;
"['like', 'matter', 'worth', 'enough', 'tight', 'bare', 'undoubtedli', 'though', 'quarter', 'spot', 'atomospher', 'cramp', 'forget', 'size', 'room', 'warm', 'fun', 'parti', 'tabl', 'seat', 'seem']",undoubtedly be;barely enough;enough room;cramped quarters-;have fun;tight spot;
"['fresh', 'fish', 'stale', 'old', 'rice', 'tast']",not fresh;
"['ridicul', 'small', 'consid', 'dish', 'special', 'lunch', 'price']",lunch special;ridiculously small;
"['opinion', 'fast', 'indian', 'food', 'pinnacl']",indian fast;
"['bad', 'money', 'less', 'tip', 'servic', 'besid']",bad service;less money;
"['star', 'restaur', 'need', 'anymor', 'four', 'go']",not need;four-star restaurant;
"['list', 'also', 'nice', 'realli', 'wine']",wine list;also really;really nice;
"['certainli', 'restaur', 'thank', 'recommend', 'friend', 'other']",certainly recommend;
"['stop', 'week', 'next', 'well', 'plan']",next week;as well;
"['come', 'sensual', 'beat', 'devin', 'servic', 'oyster', 'price']",n't be;
"['doughi', 'compar', 'less', 'ess', 'tal', 'offer', 'bagel']",tal offers;less doughy;doughy bagel;
"['food', 'ballato', 'consist', 'delici', 'authent', 'italian']",consistently delicious;delicious authentic;authentic italian;italian food;
"['discreet', 'servic', 'yet', 'attent']",
"['back', 'strike', 'best', 'year', 'retir', 'lay', 'late', 'lucki', 'last', 'night', 'hipster', 'citi', 'say', 'certainti', 'degre']",retired hipster;last year;best laid-back;laid-back late;late night;
"['get', 'atmospher', 'dress', 'expect', 'price']",
"['hang', 'phone', 'lucki', 'answer']",n't hang;
"['cost', 'creativ', 'name', 'alcohol', 'menu', 'cheeki', 'offer', 'drink', 'load']",same menu;creative drinks;
"['friday', 'food', 'restaur', 'atmospher', 'eat', 'jekyl', 'enjoy', 'night', 'realli', 'good', 'go', 'fun', 'hyde']",friday night;really enjoyed;good food;
"['hot', 'pretti', 'portion', 'good', 'larg', 'food', 'tradion']",pretty tradional;large portions;
"['highli', 'recommend']",highly recommended;
"['highli', 'recommend']",highly recommended;
"['unless', 'bad', 'pizzeria', 'place', 'rush', 'idea', 'eat', 'side']",pizzeria side;bad idea;
"['increas', 'servic', 'lot']",
"['ambianc', 'tri', 'bare', 'manag', 'romant']",barely romantic;
"['chef', 'order', 'dish', 'appet', 'share', 'entre', 'end', 'small', 'cold', 'full', 'especi', 'plan', 'udon', 'person', 'portion', 'tast', 'pay', 'size', 'special', 'eat', 'main', 'warn', 'prepar', 'meal', 'menu', 'reader', 'must', 'intend']",very small;not intend;special tasting;main entree;cold udon;
"['claim', 'actual', 'late', 'abrupt', 'rice', 'food', 'call']",very abrupt;actually claimed;
"['small', 'get', 'could', 'order', 'sashimi', 'believ', 'portion']",not believe;
"['come', 'waiter', 'main', 'see', 'least', 'cours', 'minut']",main course;n't see;
"['visit', 'list', 'next', 'nyc']",next visit;
"['noth', 'better', 'snappl', 'buy']",
"['come', 'famili', 'palet', 'order', 'app', 'give', 'test']",then ordered;
"['find', 'surpris', 'pleasantli', 'gem', 'hoboken']",pleasantly surprised;
"['decor', 'extraordinari', 'yet', 'bring', 'queen', 'servic', 'soho', 'trendi', 'overbear', 'tast']",yet not;not overbearing;trendy soho;
"['popcorn', 'skimpi', 'unattract', 'drip', 'anoth', 'eat', 'greas', 'one', 'top', 'drink', 'dosa', 'person']",personally i;popcorn topping;
"['food', 'excel', 'servic', 'delici']",
"['manhattan', 'custom', 'want', 'go', 'scene', 'crappi', 'deal', 'annoy']",i wanted;crappy scene;annoying customers;
"['fish', 'choos', 'previou', 'check', 'citysearch', 'seafood', 'info', 'crave', 'go', 'base', 'review']",checked citysearch;previous review;
"['ladi', 'get', 'right', 'major', 'citi', 'deegan']",major deegan;get ladies;
"['five', 'may', 'frustrat', 'realiz', 'twenti', 'anywher', 'two', 'wait', 'minut', 'meaningless']",twenty minutes;
"['fresh', 'alway', 'delici']",always fresh;
"['thai', 'food', 'good']",very good;not very;very thai;
"['restaur', 'quit', 'thalia', 'peopl', 'serv', 'match', 'beauti', 'food']",beautiful restaurant;beautiful people;n't quite;quite match;
"['may', 'authent', 'batter', 'fill', 'combin', 'definit', 'dosa', 'unconvent', 'tasti']",definitely authentic;very tasty;
"['theatr', 'meet', 'pre', 'perfect', 'friend', 'dinner', 'drink', 'lunch', 'spot']",perfect spot;meeting friends;having lunch;after-theatre drinks;
"['go', 'fun', 'restaur']",
"['provid', 'mussaman', 'order', 'fri', 'tofu', 'one', 'thin', 'piec', 'curri', 'potato', 'poorli', 'gracious', 'asid', 'water', 'cook']",as thin;poorly fried;fried tofu;graciously provided;poorly cooked;cooked potato;
"['night', 'dinner', 'saturday', 'late']",late night;saturday night;
"['pleasant', 'restaur', 'atmospher', 'serv', 'except', 'servic', 'tri', 'food', 'anyth', 'great']",n't try;do anything;serve great;great food;great service;
"['sake', 'martini', 'wonder']",
"['funni', 'ghetto', 'well', 'even', 'place']",so ghetto;not even;even funny;
['bravissimo'],
"['make', 'gnochi', 'run', 'scratch']",
"['like', 'wonder', 'grace', 'thank', 'marcelo', 'would', 'din', 'experi']",thank marcelo;wonderful dining;
"['find', 'could', 'averag', 'servic', 'us']",found service;
"['sens', 'back', 'orsay', 'throw', 'arriv', 'veyr', 'good']",veyr good;good sense;
"['request', 'make', 'bagel', 'special', 'ok', 'sure']",special requests;
"['whether', 'new', 'ever', 'york', 'cheer']",new york;ever been;
['die'],
"['decor', 'cute']",
"['eateri', 'cram', 'point', 'know', 'case', 'mani', 'nyc', 'realli', 'borderlin', 'uncomfort']",many nyc;nyc eateries;really cram;borderline uncomfortable;
"['restaur', 'fine', 'qualiti', 'din']",fine dining;
"['disappoint', 'categori', 'overal', 'price', 'experi']",disappointing experience;
"['time', 'coupl', 'neighborhood', 'buffet', 'chennai', 'lunch']",
"['food', 'except']",
['satisfi'],
"['anoth', 'towner', 'take', 'place', 'great']",great place;take out-of-towners;
"['decent', 'vegetarian', 'hey', 'astoria', 'better', 'select', 'anyth']",is anything;decent vegetarian;vegetarian selection;
"['impress', 'less']",
"['thai', 'rice', 'dinner', 'restaur']",
"['still', 'bad', 'date']",
"['go', 'would', 'back', 'definit']",definitely go;back again;
"['time', 'get', 'keep', 'probabl', 'year', 'rao', 'better', 'past']",
"['small', 'portion', 'make', 'good', 'food']",so good;good makes;
"['peopl', 'serv', 'impress', 'share', 'amount', 'larg', 'eat']",i have;large amount;
"['set', 'nice', 'sure']",
"['experi', 'worthwhil', 'overal']",worthwhile experience;
"['world', 'prompt', 'wallet', 'servic', 'cheap', 'put', 'friendli', 'food', 'price', 'commiss', 'great']",most prompt;not cheap;n't put;
"['includ', 'tip', 'appet', 'entre', 'bill', 'coke']",not including;including tip;
"['could', 'takeaway', 'home', 'take', 'realli', 'sit', 'place']",n't sit;
"['ever', 'fun', 'restaur']",most fun;fun restaurant;ever been;
"['drumstick', 'spici', 'best', 'town', 'soup', 'sour', 'rice']",best drumsticks;sour spicy;
"['hang', 'jimmi', 'see', 'women', 'finest', 'latin', 'life']",finest latin;latin women;
"['slightli', 'list', 'averag', 'one', 'win', 'start', 'select']",
"['excel', 'whitefish', 'salad', 'mayo', 'littl']",whitefish salad;little mayo;
"['come', 'conge', 'reason', 'dish', 'rice', 'price', 'noodl']",very reasonable;reasonable price;
"['restaur', 'respons', 'firm', 'nobodi', 'end', 'one', 'give', 'take', 'person', 'anyth', 'answer']",give firm;takes responsibility;
"['experi', 'great']",great experience;
"['mushroom', 'box', 'dri', 'parm', 'tomato', 'terribl', 'chicken', 'can', 'pasta', 'consist', 'edibl', 'sauc', 'portobello', 'ined']",canned tomato;boxed pasta;inedible chicken;terrible sauce;
"['place', 'recommend', 'go', 'meal', 'good', 'everyon', 'ask']",i recommend;good meal;
"['get', 'counter', 'also', 'nice', 'servic', 'sit', 'waitress']",just get;counter service;
"['staff', 'member', 'bar', 'friendli', 'guy']",only friendly;friendly staff;
"['time', 'find', 'surpis', 'murray', 'ess', 'long', 'bagel', 'return', 'fan']",long time;time ess-a-bagel;ess-a-bagel fan;return time;
['go'],
"['highli', 'recommend']",highly recommended;
"['find', 'certainli', 'restaur', 'la', 'reason', 'superb', 'superior', 'beat', 'fine', 'offer', 'villa', 'din', 'food', 'price', 'experi']",certainly find;find restaurants;superior fine;fine dining;dining experience;superb food;reasonable prices;n't be;
"['directori', 'servic']",n't is;
"['restaur', 'staff', 'friendlier', 'imagin', 'work', 'cannot']",not imagine;friendlier staff;
"['seat', 'cozi', 'suggest', 'littl', 'look', 'upstair', 'ask']",little cozy;
"['word', 'speak', 'park', 'describ', 'side']",park side;not describe;
"['red', 'togeth', 'sketchi', 'pretti', 'curri', 'tasteless', 'stick', 'weak', 'pad', 'rice', 'thai', 'seafood', 'often', 'overcook', 'lumpi']",red curry;often overcooked;pretty sketchy;
"['easili', 'list', 'reason', 'extens', 'meal', 'hike', 'otherwis', 'price', 'wine']",wine list;easily hike;otherwise reasonably;reasonably priced;priced meal;
"['saul', 'pretti', 'good', 'definit', 'great']",pretty good;definitely not;not great;
"['roxi', 'food', 'would', 'recommend']",recommend roxy;
"['get', 'alway', 'share', 'appet', 'sampl']",always get;
"['qpr', 'qualiti', 'ratio', 'impress', 'overal', 'return', 'price', 'great']",overall i;great qpr;
"['tabl', 'get', 'chanc', 'ever', 'nearli', 'dinner', 'pass', 'imposs', 'go']",nearly impossible;ever have;not pass;
"['els', 'penang', 'everyth', 'pad', 'delici', 'fantast']",else is;
"['leav', 'wall', 'desir', 'puke', 'lot', 'green', 'good', 'food']",puke green;green walls;very good;
"['fresh', 'noth', 'pretti', 'flashi', 'inobtrus', 'flavor']",very fresh;pretty inobtrusive;
"['like', 'get', 'peopl', 'noir', 'incompet', 'jsut', 'cafe', 'evil', 'work', 'dont', 'wrong']",cafe noir;
"['like', 'hanger', 'flavorless', 'rubber', 'thaw', 'steak', 'mention', 'tuna', 'tast']",flavorless not;just been;
"['piec', 'small']",small piece;
"['like', 'restaur', 'pizza', 'certifi', 'pizzaria', 'seattl', 'much', 'nearli', 'home', 'prefer', 'either', 'differ', 'son', 'reflect', 'citi', 'person', 'love', 'neapolitan']",certified neapolitan;neapolitan pizzaria;nearly as;as much;personal preference;
"['food', 'well', 'soft', 'good', 'big', 'lunch']",as well;good lunch;
"['snob', 'peopl', 'place', 'appreci', 'good', 'food', 'allow']",good food;
"['like', 'restaur', 'quasi', 'thai', 'food']",quasi-thai restaurant;
"['far', 'restaur', 'best', 'salad', 'fast', 'food']",best salad;fast food;
"['suan', 'friend', 'take', 'place', 'classmat', 'often', 'great']",great place;often take;
"['famili', 'gener', 'din', 'place', 'great']",great place;general dining;
"['bar', 'bad', 'anoth', 'idea']",bad idea;
"['fine', 'littl', 'realli', 'bagel', 'special', 'experi', 'overcook']",little overcooked;not really;
"['hot', 'actual', 'unlik', 'hh', 'town', 'know', 'give', 'block', 'hearti', 'bagel', 'place']",actually gives;hot bagels;
"['jimmi', 'real', 'think', 'domincan', 'give', 'would', 'exprienc', 'go']",real domincan;domincan exprience;
"['dri', 'spice', 'salmon', 'elegantli', 'barebecu']",barebecued salmon;elegantly spiced;
"['ave', 'own', 'owner', 'st', 'typhoon', 'mark', 'street', 'guy']",same owner;owns typhoon;
"['portion', 'gener']",generous portions;
"['get', 'absolut', 'also', 'chees', 'cream', 'littl', 'messi', 'bagel', 'worker', 'load']",there also;also absolutely;absolutely load;little messy;
['wrong'],
"['servic', 'wine', 'good']",very good;
"['write', 'head', 'menu', 'sound', 'delici', 'chalk']",
"['spice', 'chai', 'tea', 'highli', 'great']",highly spiced;spiced chai;
"['return', 'anytim', 'plan', 'soon']",anytime soon;
"['time', 'consist', 'mani', 'good', 'food']",there many;many times;
"['hand', 'spici', 'best', 'town', 'break', 'even', 'serious', 'say', 'everyon', 'roll', 'eat', 'tuna']",
"['like', 'neighborhood', 'nice', 'feel', 'chinatown', 'singl', 'place']",single place;nice neighborhood;
"['certainli', 'ambianc', 'probabl', 'lack', 'best', 'decor', 'restaur', 'new', 'sapphir', 'york', 'hop', 'indian', 'citi', 'food']",certainly not;not lacking;probably has;best decor;indian restaurant;new york;
"['anyon', 'leav', 'atmospher', 'casual', 'away', 'river', 'sein', 'recommend', 'whisk', 'would', 'bank', 'look', 'place', 'highli']",highly recommend;casual atmosphere;left bank;
"['understand', 'fuss']",just do;not understand;
"['dish', 'meat']",only so-so;
"['delight', 'graciou', 'atmospher', 'tanya', 'host', 'complet', 'comfort', 'warm', 'wife']",delightfully warm;
"['point', 'like', 'dine', 'new', 'visit', 'much', 'york', 'make', 'alway']",so much;always make;new york;
